0.001,100,0.104391679627,0.0119629671921,0.00863359555556
0.005,100,0.43225726708,0.0456257671718,0.0298146939215
0.01,100,0.695120693484,0.0686236380823,0.0389370061213
0.05,100,1.08996918312,0.112433171445,0.0184002800809
0.1,100,1.09643168786,0.12500553772,0.00584498293808
0.5,100,1.09646081139,0.129439029066,0.00141149251586
1,100,1.09646081139,0.129439076036,0.00141144554619
5,100,1.84397423842e+71,-4.42273496973e+86,-4.42273496973e+86
10,100,4.46420826796e+103,-3.39934097889e+119,-3.39934097889e+119
0.7,500,1.09646081139,0.129439076036,0.00141144554618
